Customer ID	Gender	Birth Date	Married	Dependents	Number of Dependents	Country	City	Number of Referrals	Tenure in Months	Avg Monthly Long Distance Charges	Internet Service	Internet Type	Avg Monthly GB Download	Premium Tech Support	Streaming Movies	Streaming Music	Contract	Paperless Billing	Payment Method	Monthly Charge	Total Refunds	Satisfaction Score
5035-PGZXH	Female	1975/11/22	No	No	0	United States	Chico	0	56	32.43	Yes	Fiber Optic	2	No	Yes	Yes	One Year	Yes	Bank Withdrawal	106.8	0.0	3
8695-WDYEA	Male	1992/03/09	No	No	0	United States	Chico	0	1	39.3	Yes	DSL	26	No	No	No	Month-to-Month	No	Credit Card	51.25	0.0	4
6543-JXSOO	Female	1994/06/29	Yes	No	0	United States	Clipper Mills	5	23	12.88	Yes	DSL	41	Yes	No	No	One Year	Yes	Credit Card	57.75	0.0	3
8605-ITULD	Female	2003/08/07	No	No	0	United States	Crescent Mills	0	1	5.1	No		0	No	No	No	Month-to-Month	No	Credit Card	19.55	0.0	3
6416-YJTTB	Male	2004/01/01	No	No	0	United States	Downieville	0	11	8.48	Yes	Fiber Optic	52	No	No	No	Month-to-Month	Yes	Bank Withdrawal	79.5	0.0	4
4472-VESGY	Female	1983/04/11	Yes	Yes	1	United States	Durham	6	52	31.09	Yes	Fiber Optic	28	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	98.15	0.0	4
3195-TQDZX	Male	2005/08/20	No	No	0	United States	Elk Creek	0	3	1.57	No		0	No	No	No	Month-to-Month	Yes	Bank Withdrawal	20.25	0.0	5
3128-YOVTD	Female	1995/11/12	Yes	Yes	2	United States	Forbestown	6	51	2.53	Yes	Fiber Optic	71	No	No	No	Month-to-Month	Yes	Bank Withdrawal	79.15	0.0	3
7041-TXQJH	Female	1960/04/06	No	No	0	United States	Goodyears Bar	0	37	0.0	Yes	Cable	6	No	Yes	Yes	Month-to-Month	Yes	Credit Card	40.2	0.0	5
5014-GSOUQ	Male	1965/05/24	No	No	0	United States	Grass Valley	0	13	18.73	No		0	No	No	No	Two Year	No	Credit Card	19.95	0.0	4
5724-BIDBU	Male	1995/03/20	Yes	No	0	United States	Penn Valley	3	49	42.19	Yes	Cable	52	No	No	No	One Year	Yes	Bank Withdrawal	55.35	0.0	3
1769-GRUIK	Female	2005/10/19	No	No	0	United States	Gridley	0	18	2.76	Yes	Fiber Optic	26	No	No	No	Month-to-Month	Yes	Bank Withdrawal	71.1	0.0	5
8819-WFGGJ	Male	1982/07/16	Yes	No	0	United States	Grimes	7	68	0.0	Yes	Cable	16	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	54.1	0.0	3
7427-AUFPY	Male	1997/09/24	No	No	0	United States	Hamilton City	0	54	25.72	No		0	No	No	No	Two Year	No	Credit Card	19.65	0.0	5
7898-PDWQE	Male	2002/01/16	Yes	No	0	United States	Maxwell	2	71	18.04	Yes	DSL	41	Yes	Yes	Yes	Two Year	No	Credit Card	80.4	0.0	3
9972-EWRJS	Female	1968/11/20	Yes	Yes	1	United States	Meadow Valley	2	67	48.75	No		0	No	No	No	Two Year	Yes	Bank Withdrawal	19.25	0.0	4
9314-IJWSQ	Female	1978/11/19	Yes	Yes	3	United States	Meridian	1	14	26.58	Yes	Fiber Optic	53	No	No	No	Month-to-Month	Yes	Bank Withdrawal	84.8	0.0	3
5799-JRCZO	Female	1976/09/25	No	Yes	1	United States	North San Juan	0	63	24.32	No		0	No	No	No	Two Year	No	Credit Card	19.5	0.0	5
1921-KYSAY	Female	1988/04/15	No	No	0	United States	Olivehurst	0	41	36.93	Yes	DSL	30	Yes	Yes	Yes	One Year	Yes	Bank Withdrawal	68.6	0.0	4
6198-RTPMF	Female	1978/09/28	Yes	No	0	United States	Oregon House	10	17	9.22	Yes	Fiber Optic	13	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	92.6	0.0	4
2924-KHUVI	Male	1996/09/02	Yes	No	0	United States	Orland	7	56	46.9	Yes	Fiber Optic	48	No	Yes	Yes	One Year	Yes	Bank Withdrawal	100.55	0.0	3
1925-GMVBW	Female	1975/09/22	No	No	0	United States	Oroville	0	5	24.53	No		0	No	No	No	Month-to-Month	No	Credit Card	20.55	0.0	3
6184-DYUOB	Female	1996/01/24	Yes	No	0	United States	Palermo	5	3	41.9	No		0	No	No	No	Month-to-Month	Yes	Credit Card	19.6	0.0	3
9207-ZPANB	Male	1982/08/15	No	No	0	United States	Paradise	0	37	13.04	Yes	DSL	14	Yes	No	No	One Year	No	Bank Withdrawal	67.45	0.0	3
9327-QSDED	Male	1980/07/14	No	No	0	United States	Quincy	0	8	7.02	Yes	DSL	23	No	No	No	Month-to-Month	No	Credit Card	43.55	0.0	5
1656-DRSMG	Female	1984/10/02	No	No	0	United States	Chico	0	63	19.01	Yes	Fiber Optic	20	Yes	Yes	Yes	Month-to-Month	Yes	Credit Card	109.85	0.0	5
3012-VFFMN	Female	1963/10/29	Yes	Yes	1	United States	Richvale	7	7	5.01	No		0	No	No	No	Month-to-Month	No	Credit Card	20.65	0.0	3
2984-AFWNC	Female	1972/10/02	No	No	0	United States	Rough And Ready	0	3	17.01	Yes	Fiber Optic	28	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	95.4	0.0	3
0640-YJTPY	Male	2005/04/14	Yes	Yes	1	United States	Smartville	3	72	5.7	No		0	No	No	No	Two Year	No	Bank Withdrawal	21.0	0.0	5
8096-LOIST	Female	1967/04/01	No	No	0	United States	Stirling City	0	19	40.22	Yes	Cable	22	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	56.2	0.0	5
9764-REAFF	Female	1964/08/29	Yes	No	0	United States	Stonyford	9	59	26.99	No		0	No	No	No	Two Year	No	Bank Withdrawal	18.4	0.0	4
7107-UBYKY	Female	1962/08/03	Yes	Yes	1	United States	Sutter	5	35	24.76	No		0	No	No	No	Month-to-Month	Yes	Bank Withdrawal	25.75	0.0	5
4881-GQJTW	Male	1960/11/08	No	No	0	United States	Taylorsville	0	14	8.54	No		0	No	No	No	Month-to-Month	No	Credit Card	19.6	0.0	4
7876-DNYAP	Female	1995/07/29	Yes	Yes	2	United States	Washington	7	69	8.39	No		0	No	No	No	Two Year	No	Credit Card	19.8	0.0	5
2882-WDTBA	Male	1960/02/02	Yes	No	0	United States	Willows	4	69	44.33	Yes	Cable	18	Yes	No	No	Two Year	Yes	Bank Withdrawal	75.75	0.0	4
2091-GPPIQ	Female	1968/11/01	Yes	No	0	United States	Yuba City	10	72	26.04	Yes	Cable	6	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	78.95	0.0	5
5071-FBJFS	Female	1963/11/10	Yes	Yes	1	United States	Redding	8	4	44.64	Yes	Cable	21	No	No	No	Month-to-Month	No	Bank Withdrawal	50.3	0.0	3
2796-UUZZO	Male	1994/02/11	Yes	Yes	2	United States	Redding	9	63	18.88	Yes	Fiber Optic	48	No	No	No	Month-to-Month	Yes	Credit Card	80.3	0.0	4
2429-AYKKO	Male	1972/05/25	No	No	0	United States	Redding	0	72	3.43	No		0	No	No	No	Two Year	No	Bank Withdrawal	19.85	0.0	5
9798-OPFEM	Female	1982/03/12	No	No	0	United States	Adin	0	46	32.78	No		0	No	No	No	Two Year	Yes	Bank Withdrawal	21.1	0.0	5
3794-NFNCH	Male	1971/08/31	Yes	No	0	United States	Bella Vista	10	30	23.16	Yes	DSL	6	No	No	No	Month-to-Month	Yes	Credit Card	50.0	0.0	4
5193-QLVZB	Male	1972/08/26	No	No	0	United States	Bieber	0	63	48.75	Yes	Fiber Optic	21	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	104.75	0.0	5
7114-AEOZE	Female	1971/10/17	No	No	0	United States	Big Bar	0	60	31.12	No		0	No	No	No	Two Year	No	Bank Withdrawal	19.85	0.0	4
5522-NYKPB	Male	1998/04/17	Yes	Yes	3	United States	Burney	0	25	11.79	Yes	Fiber Optic	59	Yes	No	No	Month-to-Month	No	Bank Withdrawal	85.9	0.0	3
6518-KZXCB	Male	1963/08/20	No	No	0	United States	Cassel	0	22	4.79	No		0	No	No	No	Two Year	No	Credit Card	25.25	0.0	4
2245-ADZFJ	Female	1966/02/08	Yes	No	0	United States	Castella	9	31	28.52	Yes	DSL	2	Yes	Yes	Yes	Two Year	No	Bank Withdrawal	80.55	0.0	4
7776-QGYJC	Female	1960/07/12	Yes	Yes	5	United States	Shasta Lake	7	39	40.68	Yes	Fiber Optic	76	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	81.5	0.0	5
9313-QOLTZ	Male	1993/01/14	No	No	0	United States	Chester	0	26	31.73	No		0	No	No	No	Month-to-Month	No	Credit Card	20.9	0.0	3
4672-FOTSD	Male	1970/09/02	No	No	0	United States	Dorris	0	12	45.8	Yes	DSL	4	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	67.25	0.0	3
9818-XQCUV	Female	1972/09/02	No	No	0	United States	Dunsmuir	0	2	25.92	No		0	No	No	No	Month-to-Month	No	Credit Card	20.35	0.0	3
7338-ERIVA	Male	1984/12/10	No	No	0	United States	Etna	0	39	0.0	Yes	DSL	13	Yes	No	No	One Year	No	Bank Withdrawal	45.05	0.0	3
8259-NFJTV	Female	1987/03/10	Yes	Yes	1	United States	Flournoy	8	7	0.0	Yes	Cable	17	Yes	No	No	Month-to-Month	No	Credit Card	34.65	0.0	3
6968-GMKPR	Female	1985/01/18	No	No	0	United States	French Gulch	0	55	22.34	Yes	Fiber Optic	4	No	No	No	Month-to-Month	Yes	Bank Withdrawal	81.55	0.0	3
4751-ERMAN	Male	1981/12/21	Yes	No	0	United States	Gazelle	7	72	42.16	Yes	Cable	18	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	75.4	0.0	3
1436-ZMJAN	Female	1962/11/30	Yes	No	0	United States	Gerber	6	10	37.08	Yes	Cable	7	No	Yes	Yes	Month-to-Month	Yes	Credit Card	67.8	0.0	5
0799-DDIHE	Female	2000/06/27	Yes	Yes	3	United States	Grenada	7	15	24.27	Yes	Cable	27	No	No	No	Month-to-Month	No	Bank Withdrawal	46.3	0.0	5
3070-FNFZQ	Female	1976/02/29	Yes	Yes	1	United States	Happy Camp	1	23	39.59	No		0	No	No	No	Two Year	No	Bank Withdrawal	20.4	0.0	4
2812-SFXMJ	Male	1978/03/19	No	Yes	3	United States	Hat Creek	0	1	7.66	No		0	No	No	No	Month-to-Month	No	Credit Card	20.05	0.0	3
5014-WUQMG	Male	2001/11/11	Yes	Yes	2	United States	Hornbrook	1	47	15.59	Yes	Fiber Optic	52	No	Yes	Yes	One Year	Yes	Bank Withdrawal	96.1	0.0	3
5312-TSZVC	Female	1988/04/15	No	No	0	United States	Hyampom	0	15	23.56	No		0	No	No	No	One Year	No	Credit Card	19.65	0.0	5
2782-JEEBU	Male	1985/04/13	No	No	0	United States	Los Molinos	0	21	0.0	Yes	DSL	9	Yes	No	No	Month-to-Month	Yes	Credit Card	36.0	0.0	4
5127-BZENZ	Female	1962/02/25	Yes	No	0	United States	Mcarthur	1	56	39.72	Yes	DSL	11	No	No	No	One Year	No	Bank Withdrawal	65.2	0.0	3
2720-FVBQP	Female	1996/05/27	Yes	Yes	1	United States	Mccloud	1	6	24.83	Yes	Cable	82	No	No	No	Month-to-Month	Yes	Credit Card	48.95	0.0	3
4522-XRWWI	Male	1994/11/27	Yes	No	0	United States	Manton	1	42	17.31	Yes	Cable	82	Yes	Yes	Yes	One Year	No	Credit Card	80.45	0.0	3
3766-EJLFL	Female	1969/12/20	Yes	Yes	3	United States	Mill Creek	1	68	18.42	Yes	Fiber Optic	53	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	109.05	0.0	4
5939-SXWHM	Male	1965/06/02	Yes	Yes	3	United States	Millville	1	48	20.73	No		0	No	No	No	Two Year	No	Bank Withdrawal	26.3	0.0	3
7643-RCHXS	Female	1993/10/28	Yes	Yes	3	United States	Montgomery Creek	0	63	41.84	No		0	No	No	No	Two Year	No	Bank Withdrawal	19.35	0.0	4
8246-SHFGA	Male	2000/10/30	No	No	0	United States	Mount Shasta	0	17	34.02	No		0	No	No	No	Month-to-Month	No	Credit Card	21.1	0.0	3
0620-XEFWH	Male	1983/05/05	Yes	Yes	1	United States	Oak Run	1	4	39.04	No		0	No	No	No	Month-to-Month	No	Credit Card	18.85	0.0	4
6485-QXWWE	Female	1973/05/01	No	Yes	3	United States	Old Station	0	62	2.83	No		0	No	No	No	Two Year	No	Bank Withdrawal	26.0	0.0	3
7321-VGNKU	Female	1979/07/01	Yes	No	0	United States	Paskenta	1	2	7.7	Yes	Fiber Optic	22	No	No	No	Month-to-Month	Yes	Bank Withdrawal	70.35	0.0	3
5327-CNLUQ	Male	1991/04/19	Yes	No	0	United States	Paynes Creek	1	48	6.1	Yes	Fiber Optic	18	No	No	No	Two Year	Yes	Bank Withdrawal	96.9	0.0	4
7552-KEYGT	Male	1971/04/30	Yes	No	0	United States	Platina	1	27	44.19	No		0	No	No	No	Two Year	No	Bank Withdrawal	19.55	0.0	4
5816-JMLGY	Female	1996/12/27	Yes	No	0	United States	Red Bluff	4	70	39.78	Yes	DSL	52	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	80.4	0.0	5
2927-QRRQV	Male	1980/08/15	Yes	No	0	United States	Scott Bar	1	46	10.13	Yes	Fiber Optic	3	No	No	No	One Year	Yes	Bank Withdrawal	94.65	0.0	4
6265-SXWBU	Male	1989/10/03	Yes	Yes	2	United States	Shingletown	9	69	42.45	Yes	Fiber Optic	27	No	No	No	One Year	No	Credit Card	95.75	0.0	4
7941-RCJOW	Male	1990/07/13	No	No	0	United States	Tehama	0	65	44.7	No		0	No	No	No	Two Year	Yes	Credit Card	19.55	0.0	5
2387-KDZQY	Male	1978/03/15	No	No	0	United States	Weaverville	0	17	31.6	No		0	No	No	No	One Year	Yes	Credit Card	20.1	0.0	4
3584-WKTTW	Male	2001/07/10	Yes	No	0	United States	Weed	2	51	39.32	Yes	Fiber Optic	76	Yes	Yes	Yes	One Year	Yes	Bank Withdrawal	111.55	0.0	4
3399-BMLVW	Male	1984/02/26	Yes	No	0	United States	Whitmore	5	51	9.53	Yes	DSL	10	Yes	No	No	Two Year	No	Credit Card	60.5	0.0	3
1971-DTCZB	Female	1972/12/18	Yes	No	0	United States	Yreka	6	72	42.64	Yes	DSL	15	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	90.95	0.0	3
3374-PZLXD	Male	1993/12/17	No	No	0	United States	Blairsden Graeagle	0	34	36.52	No		0	No	No	No	Month-to-Month	No	Credit Card	19.7	0.0	3
3813-DHBBB	Male	1985/12/28	Yes	No	0	United States	Cedarville	10	67	0.0	Yes	DSL	6	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	50.95	0.0	3
2812-REYAT	Female	1968/01/08	Yes	No	0	United States	Chilcoot	3	49	22.1	No		0	No	No	No	One Year	Yes	Bank Withdrawal	20.05	0.0	5
6518-PPLMZ	Male	1986/12/25	Yes	Yes	3	United States	Clio	8	53	25.32	No		0	No	No	No	Two Year	Yes	Credit Card	19.4	0.0	3
4939-KYYPY	Male	1969/08/06	No	No	0	United States	Coleville	0	27	33.94	Yes	Cable	25	Yes	No	No	Month-to-Month	No	Bank Withdrawal	59.45	0.0	4
5930-GBIWP	Male	1978/10/14	No	No	0	United States	Doyle	0	69	3.24	Yes	Cable	26	Yes	Yes	Yes	Two Year	Yes	Credit Card	81.5	0.0	4
6022-KOUQO	Female	1973/01/11	Yes	Yes	2	United States	Eagleville	4	2	0.0	Yes	Cable	27	Yes	No	No	Month-to-Month	No	Bank Withdrawal	29.05	0.0	4
2361-UPSND	Female	1979/08/21	Yes	No	0	United States	Herlong	6	46	44.75	Yes	DSL	27	Yes	Yes	Yes	One Year	No	Credit Card	70.6	0.0	3
6035-RIIOM	Female	1985/02/22	No	No	0	United States	Janesville	0	54	31.55	Yes	Fiber Optic	8	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	97.2	0.0	5
9504-DSHWM	Male	1971/08/15	No	No	0	United States	Litchfield	0	20	33.14	Yes	DSL	17	Yes	No	No	Month-to-Month	No	Bank Withdrawal	59.2	0.0	3
5035-BVCXS	Male	2004/04/29	No	No	0	United States	Loyalton	0	11	13.55	Yes	Fiber Optic	27	No	No	No	Month-to-Month	Yes	Credit Card	75.9	0.0	4
3533-UVMOM	Male	1968/02/27	Yes	No	0	United States	Markleeville	4	68	11.94	Yes	DSL	3	No	Yes	Yes	Two Year	No	Bank Withdrawal	70.95	0.0	3
1478-VPOAD	Female	1985/09/21	No	No	0	United States	Calpine	0	1	37.5	Yes	DSL	3	No	No	No	Month-to-Month	No	Bank Withdrawal	43.8	0.0	5
9995-HOTOH	Male	1988/02/13	Yes	No	0	United States	Sierra City	1	63	0.0	Yes	Cable	5	No	Yes	Yes	Two Year	No	Bank Withdrawal	59.0	0.0	3
2988-PLAHS	Female	1966/04/14	No	No	0	United States	Sierraville	0	3	29.51	Yes	Cable	17	No	Yes	Yes	One Year	Yes	Bank Withdrawal	69.95	0.0	5
1371-OJCEK	Female	1999/09/17	No	No	0	United States	Standish	0	48	13.67	No		0	No	No	No	One Year	No	Bank Withdrawal	24.35	0.0	5
4999-IEZLT	Male	1979/03/24	No	No	0	United States	Susanville	0	66	0.0	Yes	Cable	15	Yes	No	No	One Year	No	Credit Card	29.45	0.0	3
8883-ANODQ	Female	1980/10/21	Yes	Yes	1	United States	Termo	3	68	24.94	Yes	Fiber Optic	30	No	No	No	Two Year	Yes	Credit Card	84.4	0.0	5
2351-RRBUE	Female	2004/11/05	Yes	No	0	United States	Tulelake	2	7	41.64	No		0	No	No	No	One Year	No	Mailed Check	20.65	0.0	4
5980-BDHPY	Male	1976/12/01	Yes	No	0	United States	Wendel	5	72	12.02	Yes	Cable	26	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	87.1	0.0	3
1498-DQNRX	Female	1978/01/11	Yes	No	0	United States	Westwood	0	29	5.69	No		0	No	No	No	Month-to-Month	No	Mailed Check	19.85	0.0	4
9469-WEJBT	Male	1968/06/03	Yes	No	0	United States	Carnelian Bay	4	37	6.99	Yes	Fiber Optic	22	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	90.35	0.0	3
2581-VKIRT	Female	1967/12/01	Yes	No	0	United States	Kings Beach	6	59	14.49	Yes	Cable	25	Yes	No	No	One Year	No	Mailed Check	65.5	0.0	3
2851-MMUTZ	Female	1995/01/12	No	No	0	United States	Tahoe Vista	0	27	1.31	Yes	Cable	53	Yes	No	No	Month-to-Month	Yes	Mailed Check	56.15	0.0	3
3307-TLCUD	Male	1988/08/11	Yes	No	0	United States	Los Angeles	1	17	0.0	Yes	Cable	10	No	No	No	Month-to-Month	No	Mailed Check	34.4	0.0	3
6625-FLENO	Male	1993/10/21	Yes	No	0	United States	Los Angeles	9	58	18.68	No		0	No	No	No	Two Year	No	Credit Card	20.75	0.0	5
2967-MXRAV	Male	1995/06/24	Yes	No	0	United States	Los Angeles	9	1	43.57	No		0	No	No	No	One Year	No	Mailed Check	18.8	0.0	3
8189-HBVRW	Female	1974/02/03	No	No	0	United States	Los Angeles	0	53	2.51	Yes	Fiber Optic	19	No	No	No	Month-to-Month	No	Bank Withdrawal	90.8	0.0	3
4163-KIUHY	Male	2003/11/12	No	No	0	United States	Los Angeles	0	35	39.84	No		0	No	No	No	Month-to-Month	Yes	Bank Withdrawal	25.6	0.0	4
3500-NSDOA	Male	1989/01/17	Yes	No	0	United States	Los Angeles	1	68	11.12	Yes	Cable	10	Yes	Yes	Yes	Two Year	No	Credit Card	70.8	0.0	4
1171-TYKUR	Male	2004/02/03	Yes	No	0	United States	Los Angeles	1	47	10.07	No		0	No	No	No	Month-to-Month	No	Bank Withdrawal	25.4	0.0	3
1219-NNDDO	Female	1973/09/22	No	No	0	United States	Los Angeles	0	9	42.41	Yes	Fiber Optic	8	No	No	No	Month-to-Month	Yes	Bank Withdrawal	76.85	0.0	5
8388-DMKAE	Female	1983/11/11	No	No	0	United States	Los Angeles	0	8	15.86	No		0	No	No	No	Two Year	No	Mailed Check	20.25	0.0	5
4403-BWPAY	Male	1984/04/26	No	No	0	United States	Los Angeles	0	14	33.5	No		0	No	No	No	One Year	Yes	Credit Card	24.8	0.0	4
9659-QEQSY	Female	1998/05/19	No	No	0	United States	Los Angeles	0	45	33.73	Yes	Fiber Optic	30	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	115.65	0.0	3
5405-ZMYXQ	Female	2003/01/14	No	No	0	United States	Los Angeles	0	8	1.28	Yes	Fiber Optic	42	No	No	No	Month-to-Month	Yes	Credit Card	74.6	0.0	5
1442-OKRJE	Male	1984/02/03	Yes	Yes	2	United States	Los Angeles	7	66	39.45	Yes	Fiber Optic	19	No	Yes	Yes	One Year	Yes	Bank Withdrawal	103.15	0.0	4
4737-AQCPU	Male	1985/11/01	Yes	No	0	United States	Los Angeles	5	72	42.55	Yes	DSL	18	Yes	No	No	Two Year	No	Credit Card	72.1	0.0	3
2808-CHTDM	Female	1977/12/08	Yes	Yes	2	United States	Los Angeles	4	23	35.86	No		0	No	No	No	Two Year	No	Mailed Check	25.1	0.0	5
0793-TWELN	Female	1997/10/27	No	No	0	United States	Los Angeles	0	4	6.5	Yes	Fiber Optic	73	No	No	No	Month-to-Month	Yes	Bank Withdrawal	80.15	0.0	3
3283-WCWXT	Male	1966/01/08	Yes	Yes	3	United States	Los Angeles	8	6	31.73	No		0	No	No	No	Two Year	No	Mailed Check	25.4	0.0	3
5451-MHQOF	Male	1960/09/18	Yes	No	0	United States	Los Angeles	7	56	32.93	No		0	No	No	No	One Year	Yes	Mailed Check	24.45	0.0	3
4836-WNFNO	Female	1968/11/06	Yes	No	0	United States	Los Angeles	7	72	39.98	No		0	No	No	No	Two Year	No	Credit Card	25.0	0.0	4
9225-BZLNZ	Male	1960/09/22	Yes	No	0	United States	Los Angeles	9	72	16.58	Yes	DSL	30	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	85.25	0.0	3
0354-VXMJC	Male	1964/12/16	Yes	Yes	3	United States	Los Angeles	10	23	34.04	No		0	No	No	No	Two Year	No	Credit Card	19.6	0.0	5
4422-QVIJA	Female	1972/09/10	No	Yes	1	United States	Los Angeles	0	35	38.82	Yes	DSL	19	No	No	No	Month-to-Month	No	Mailed Check	50.15	0.0	3
8332-OSJDW	Male	1970/05/27	Yes	No	0	United States	Los Angeles	5	12	45.15	No		0	No	No	No	One Year	No	Mailed Check	26.4	0.0	4
4735-BJKOU	Female	1991/04/20	No	No	0	United States	Los Angeles	0	40	8.36	No		0	No	No	No	Two Year	No	Mailed Check	20.15	0.0	5
0274-JKUJR	Male	2003/03/02	Yes	Yes	2	United States	Los Angeles	9	7	0.0	Yes	Cable	47	No	Yes	Yes	Month-to-Month	No	Credit Card	58.85	0.0	3
5740-YHGTW	Male	1962/08/22	Yes	Yes	3	United States	Los Angeles	8	70	32.38	Yes	Fiber Optic	53	No	No	No	Month-to-Month	Yes	Credit Card	97.55	0.0	4
8917-SZTTJ	Male	1993/10/06	Yes	Yes	1	United States	Los Angeles	7	60	21.98	No		0	No	No	No	Two Year	No	Credit Card	19.65	0.0	5
1696-MZVAU	Male	1997/01/21	Yes	No	0	United States	Los Angeles	8	39	0.0	Yes	DSL	48	No	No	No	One Year	Yes	Credit Card	25.25	0.0	3
7359-WWYJV	Male	1971/07/16	Yes	No	0	United States	Los Angeles	5	72	6.29	Yes	Fiber Optic	8	Yes	Yes	Yes	Two Year	No	Credit Card	114.45	0.0	4
4906-ZHGPK	Male	1975/05/13	Yes	No	0	United States	Los Angeles	3	54	48.45	Yes	DSL	28	Yes	No	No	One Year	Yes	Bank Withdrawal	70.7	0.0	3
3795-GWTRD	Female	1966/08/14	Yes	No	0	United States	Los Angeles	7	63	6.33	Yes	Cable	30	Yes	No	No	Two Year	No	Credit Card	75.55	0.0	4
1298-PHBTI	Male	1984/05/03	Yes	Yes	3	United States	Los Angeles	9	71	33.67	Yes	Fiber Optic	75	Yes	No	No	Two Year	Yes	Bank Withdrawal	84.8	0.0	3
6223-DHJGV	Female	1968/11/03	No	No	0	United States	Los Angeles	0	42	23.25	No		0	No	No	No	One Year	Yes	Credit Card	20.65	0.0	4
6961-MJKBO	Male	1997/10/05	No	No	0	United States	Los Angeles	0	47	6.61	No		0	No	No	No	Two Year	No	Bank Withdrawal	20.45	0.0	4
8158-WPEZG	Male	2004/06/28	No	No	0	United States	Los Angeles	0	11	0.0	Yes	DSL	73	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	35.65	0.0	4
0727-BNRLG	Male	1983/05/24	No	No	0	United States	Los Angeles	0	69	49.35	Yes	Fiber Optic	30	Yes	No	No	Two Year	Yes	Credit Card	97.65	0.0	3
6435-SRWBJ	Female	2003/08/11	No	No	0	United States	Los Angeles	0	5	29.74	Yes	Fiber Optic	42	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	82.75	0.0	4
9964-WBQDJ	Female	2005/09/01	Yes	No	0	United States	West Hollywood	1	71	24.72	No		0	No	No	No	Two Year	Yes	Credit Card	24.4	0.0	5
6303-KFWSL	Female	1996/01/14	No	No	0	United States	Los Angeles	0	29	39.35	Yes	DSL	69	No	No	No	One Year	Yes	Bank Withdrawal	55.25	0.0	4
1702-CCFNJ	Male	1985/09/11	Yes	No	0	United States	Los Angeles	3	52	44.65	Yes	Cable	3	Yes	No	No	Month-to-Month	No	Bank Withdrawal	61.35	0.0	3
8932-CZHRQ	Male	1984/10/13	No	No	0	United States	Bell	0	68	20.29	Yes	DSL	29	No	Yes	Yes	One Year	No	Credit Card	76.75	0.0	4
0386-CWRGM	Female	1963/11/22	Yes	Yes	1	United States	Beverly Hills	9	46	47.5	No		0	No	No	No	Two Year	No	Credit Card	19.4	0.0	4
5515-RUGKN	Male	1961/05/21	No	No	0	United States	Beverly Hills	0	8	30.53	Yes	DSL	26	No	Yes	Yes	Month-to-Month	Yes	Credit Card	54.75	0.0	5
0404-AHASP	Male	2001/05/03	Yes	No	0	United States	Beverly Hills	10	72	27.97	No		0	No	No	No	Two Year	No	Credit Card	19.7	0.0	3
7279-NMVJC	Female	1986/03/12	No	No	0	United States	Compton	0	17	25.62	No		0	No	No	No	One Year	No	Bank Withdrawal	19.9	0.0	4
2081-VEYEH	Male	1982/08/27	No	No	0	United States	Compton	0	3	12.66	Yes	Fiber Optic	28	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	107.95	0.0	3
9060-HJJRW	Female	1972/11/13	No	No	0	United States	Culver City	0	51	0.0	Yes	DSL	24	No	Yes	Yes	One Year	Yes	Credit Card	56.4	0.0	4
2587-YNLES	Female	1972/07/20	Yes	Yes	1	United States	Downey	4	6	25.05	No		0	No	No	No	Two Year	No	Credit Card	20.1	0.0	4
7398-SKNQZ	Female	1973/03/31	Yes	No	0	United States	Downey	5	3	2.97	Yes	Fiber Optic	7	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	94.9	0.0	5
1958-RNRKS	Male	1962/12/10	Yes	No	0	United States	El Segundo	4	30	5.56	Yes	DSL	8	No	No	No	Month-to-Month	No	Bank Withdrawal	49.9	0.0	4
5136-RGMZO	Male	1985/06/22	No	No	0	United States	Gardena	0	31	6.4	Yes	Cable	24	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	71.05	0.0	4
8345-MVDYC	Female	1967/06/04	No	No	0	United States	Gardena	0	45	37.39	Yes	DSL	30	Yes	Yes	Yes	Two Year	No	Bank Withdrawal	81.65	0.0	3
8226-BXGES	Male	1994/03/21	Yes	No	0	United States	Gardena	5	64	13.8	Yes	Fiber Optic	48	No	No	No	One Year	No	Bank Withdrawal	89.45	0.0	3
